"Location","String Value"
"800035e4","Metrowerks Target Resident Kernel for PowerPC"
"801f0dc0","MESGbmg1"
"801f0de0","INF1"
"801f0e20","DAT1"
"801f0e29","ディスクを読み込んでいます。"
"801f0e46","ディスクカバーが開いています。
ゲームを続ける場合は
ディスクカバーを閉めてください。"
"801f0e9b","「ゼルダの伝説〜４つの剣＋〜」の
ディスクをセットしてください。"
"801f0edb","「ゼルダの伝説〜４つの剣＋〜」の
ディスクをセットしてください。"
"801f0f1b","ディスクを読めませんでした。
くわしくは、本体の取扱説明書をお読みください。"
"801f0f67","エラーが発生しました。
本体のパワーボタンを押して電源をOFFにし
本体の取扱説明書の指示に従ってください。"
"80287be4","d_naviCardResult.cpp"
"80287bfc","mNcRes.screen != 0"
"80287c10","navi_card.blo"
"80287c20","mNcRes2.screen != 0"
"80287c34","mNcRes3.screen != 0"
"80287c48","medal.blo"
"80287c54","medal.btk"
"80287c60","btk != 0"
"80287c6c","mNcRes4.screen != 0"
"80287c80","ending.blo"
"80287f1c","it_rouletteB_00.bti"
"80287f30","it_goastB_00.bti"
"80287f74","it_akajishi_00.bti"
"80287f94","it_medalD_01.bti"
"80287fa8","it_medalG_01.bti"
"80287fbc","it_medalK_01.bti"
"80287ff4","it_medalDokuroD_00.bti"
"8028800c","it_medalCapD2_00.bti"
"80288024","it_medalDokuroG_00.bti"
"8028803c","it_medalCapG2_00.bti"
"80288054","it_medalDokuroK_00.bti"
"8028806c","it_medalCapK2_00.bti"
"802880a8","dDlst_NAVICDRES_c"
"802880ca","C\,dDlst_base_c"
"802880ec","J2DAnmBase"
"80288108","JUTNameTab"
"80288120","dNres_HIO_c"
"8028812c","JORReflexible"
"80288168","d_buttonIcon.cpp"
"8028817c","mBtn.screen != 0"
"80288190","botan.blo"
"8028819c","botanLight.bpk"
"802881ac","bpk != 0"
"802881b8","ba_kettei.bti"
"80288360","ba_modoru.bti"
"80288370","it_b_00.bti"
"8028837c","it_a_00.bti"
"80288388","ba_tugihe.bti"
"80288398","it_baSkipFont_00.bti"
"802883b0","dDlst_BUTTONICON_c"
"802883d2","ZLdDlst_base_c"
"802883f4","J2DAnmBase"
"80288410","JUTNameTab"
"80288428","dBi_HIO_c"
"80288434","JORReflexible"
"8028846c","d_fileSave.cpp"
"8028847c","mSave.screen != 0"
"80288490","save.blo"
"802886dc","res != -1"
"802886e8","dDlst_SAVE_c"
"80288708","dDlst_base_c"
"80288728","dSv_HIO_c"
"80288734","JORReflexible"
"8028876c","d_fileError.cpp"
"8028877c","mErr.screen != 0"
"80288790","error.blo"
"80288844","dDlst_ERROR_c"
"80288863","HdDlst_base_c"
"80288884","dFe_HIO_c"
"80288890","JORReflexible"
"802888c4","d_gbaError.cpp"
"802888d4","mGbaErr.screen != 0"
"802888e8","gba_connect_error.blo"
"80288978","dDlst_GERROR_c"
"80288998","dDlst_base_c"
"802889b8","dGe_HIO_c"
"802889c4","JORReflexible"
"802889f0","d_event_bingo.cpp"
"80288a04","debingo.screen != 0"
"80288a18","bingo.blo"
"80288a24","it_bugNum5_00.bti"
"80288a68","it_bingo_%02d.bti"
"80288a7c","it_bugNum4_00.bti"
"80288a90","it_bugNum3_00.bti"
"80288aa4","dDlst_BINGO_c"
"80288ac3","$dDlst_base_c"
"80288ae4","dEb_HIO_c"
"80288af0","JORReflexible"
"80288f90","green_link.bti"
"80288fa0","red_link.bti"
"80288fb0","blue_link.bti"
"80288fc0","purple_link.bti"
"80288fe0","it_rupeeG_00.bti"
"80288ff4","it_rupeeB_00.bti"
"80289008","it_rupeeY_00.bti"
"8028901c","it_rupeeR_00.bti"
"80289040","d_event_quiz.cpp"
"80289054","dequiz.screen != 0"
"80289068","quiz.blo"
"80289074","quiz.bpk"
"80289080","bpk != 0"
"8028908c","quiz.bck"
"80289098","quiz_02.bck"
"802890ec","it_tinkleG_00.bti"
"80289100","dDlst_QUIZ_c"
"80289120","dDlst_base_c"
"80289140","JUTNameTab"
"80289158","J2DAnmBase"
"80289174","J2DAnmTransform"
"802891a4","dEq_HIO_c"
"802891b0","JORReflexible"
"802891d8","green_link.bti"
"802891e8","red_link.bti"
"802891f8","blue_link.bti"
"80289208","purple_link.bti"
"80289228","it_husenGreen_00.bti"
"80289240","it_husenRed_00.bti"
"80289254","it_husenBlue_00.bti"
"80289268","it_husenPurple_00.bti"
"80289280","it_bomGreen_00.bti"
"80289294","it_bomRed_00.bti"
"802892a8","it_bomBlue_00.bti"
"802892bc","it_bomPurple_00.bti"
"802892f0","it_husenGray_00.bti"
"80289304","it_bomGray_00.bti"
"80289318","テトラｄｅポン"
"80289328","d_event_tpon.cpp"
"8028933c","mPon.screen != 0"
"80289350","it_tinkleG_00.bti"
"80289364","bpk != 0"
"802893b8","count_num_0.bti"
"802893c8","count_num_%d.bti"
"802893dc","dDlst_TPON_c"
"802893f9","5TdDlst_base_c"
"8028941c","J2DAnmBase"
"80289438","J2DAnmTransform"
"80289468","dEp_HIO_c"
"80289474","JORReflexible"
"802894df","/it_seneka_00.bti"
"802894f4","it_zuko_00.bti"
"80289504","it_najji_00.bti"
"80289514","it_mokko_00.bti"
"80289524","it_nico_00.bti"
"80289534","it_ariru_00.bti"
"80289544","it_obachan_00.bti"
"80289558","it_akashachi_00.bti"
"8028956c","it_aoji_00.bti"
"8028957c","it_rose_00.bti"
"8028958c","it_medori_00.bti"
"802895a0","it_odori_00.bti"
"802895b0","it_oyakata_00.bti"
"802895c4","it_komori_00.bti"
"802895d8","it_byte_00.bti"
"802895e8","it_makore_00.bti"
"802895fc","it_barch_00.bti"
"8028960c","it_niyato_00.bti"
"80289620","it_seruti_00.bti"
"80289634","it_ramin_00.bti"
"80289694","it_fontKaizoku_00.bti"
"802896ac","it_fontProro_00.bti"
"802896c0","it_fontRito_00.bti"
"802896d4","it_fontKorog_00.bti"
"802896f8","it_pegasus_00.bti"
"8028970c","it_husen_00.bti"
"8028971c","it_omamori_00.bti"
"80289730","it_rupee_00.bti"
"80289750","it_fontPegasus_00.bti"
"80289768","it_fontHusen_00.bti"
"8028977c","it_fontOmamori_00.bti"
"80289794","it_fontRupee_00.bti"
"802897c4","d_rule.cpp"
"802897d0","rule.screen != 0"
"802897e4","rule.blo"
"80289807","krule_cursol.brk"
"80289818","brk != 0"
"80289a04","dDlst_RULE_c"
"80289a24","J2DAnmBase"
"80289a40","JUTNameTab"
"80289a58","d_TinSel_c"
"80289a6d","etdDlst_base_c"
"80289a90","d_GbaChk_c"
"80289aa8","dRule_HIO_c"
"80289ab4","JORReflexible"
"8028a218","result_num_00.bti"
"8028a22c","result_num_01.bti"
"8028a240","result_num_02.bti"
"8028a254","result_num_03.bti"
"8028a268","result_num_04.bti"
"8028a27c","result_num_05.bti"
"8028a290","result_num_06.bti"
"8028a2a4","result_num_07.bti"
"8028a2b8","result_num_08.bti"
"8028a2cc","result_num_09.bti"
"8028a308","count_num_0.bti"
"8028a318","count_num_1.bti"
"8028a328","count_num_2.bti"
"8028a338","count_num_3.bti"
"8028a348","count_num_4.bti"
"8028a358","count_num_5.bti"
"8028a368","count_num_6.bti"
"8028a378","count_num_7.bti"
"8028a388","count_num_8.bti"
"8028a398","count_num_9.bti"
"8028a3d0","first_g_link.bti"
"8028a3e4","first_r_link.bti"
"8028a3f8","first_b_link.bti"
"8028a40c","first_p_link.bti"
"8028a430","it_lankFontR1_00.bti"
"8028a448","it_lankFontR2_00.bti"
"8028a460","it_lankFontR3_00.bti"
"8028a478","it_lankFontR4_00.bti"
"8028a4a0","it_crownGR_00.bti"
"8028a4b4","it_crownRR_00.bti"
"8028a4c8","it_crownBR_00.bti"
"8028a4dc","it_crownPR_00.bti"
"8028a500","it_hStarG_00.bti"
"8028a514","it_hStarB_00.bti"
"8028a528","it_hStarY_00.bti"
"8028a53c","it_hStarR_00.bti"
"8028a5d7","/it_Bseneka_00.bti"
"8028a5ec","it_Bzuko_00.bti"
"8028a5fc","it_Bnajji_00.bti"
"8028a610","it_Bmokko_00.bti"
"8028a624","it_Bnico_00.bti"
"8028a634","it_Bariru_00.bti"
"8028a648","it_Bobachan_00.bti"
"8028a65c","it_Bakashachi_00.bti"
"8028a674","it_Baoji_00.bti"
"8028a684","it_Brose_00.bti"
"8028a694","it_Bmedori_00.bti"
"8028a6a8","it_Bodori_00.bti"
"8028a6bc","it_Boyakata_00.bti"
"8028a6d0","it_Bkomori_00.bti"
"8028a6e4","it_Bbyte_00.bti"
"8028a6f4","it_Bmakore_00.bti"
"8028a708","it_Bbarch_00.bti"
"8028a71c","it_Bniyato_00.bti"
"8028a730","it_Bseruti_00.bti"
"8028a744","it_Bramin_00.bti"
"8028a8e7","xit_flagLinkDownG_00.bti"
"8028a900","it_flagLinkDownR_00.bti"
"8028a918","it_flagLinkDownB_00.bti"
"8028a930","it_flagLinkDownP_00.bti"
"8028a958","it_flagTinkleG_00.bti"
"8028a970","it_flagTinkleR_00.bti"
"8028a988","it_flagTinkleB_00.bti"
"8028a9a0","it_flagTinkleP_00.bti"
"8028a9c8","it_flagTinkleDownG_00.bti"
"8028a9e4","it_flagTinkleDownR_00.bti"
"8028aa00","it_flagTinkleDownB_00.bti"
"8028aa1c","it_flagTinkleDownP_00.bti"
"8028aa48","it_medalD_01.bti"
"8028aa5c","it_medalG_01.bti"
"8028aa70","it_medalK_01.bti"
"8028aa90","it_fontLank01_00.bti"
"8028aaa8","it_fontLank02_00.bti"
"8028aac0","it_fontLank03_00.bti"
"8028aad8","it_fontLank04_00.bti"
"8028aaf0","it_fontLank05_00.bti"
"8028ab08","it_fontLank06_00.bti"
"8028ab44","d_result.cpp"
"8028ab54","result.screen != 0"
"8028ab68","result.blo"
"8028ab74","result0.screen != 0"
"8028ab88","result_soto.blo"
"8028ab98","score.bck"
"8028aba4","bck != 0"
"8028abb0","class.brk"
"8028abbc","brk != 0"
"8028abc8","resultLst.screen != 0"
"8028abe0","result_list.blo"
"8028abf0","item.bck"
"8028abfc","plus.bpk"
"8028ac08","fairyItem.bpk"
"8028ac18","light.btk"
"8028ac24","result_flag.btk"
"8028ac34","btk != 0"
"8028ac40","flag.bpk"
"8028ac4c","it_tinkleGR_00.bti"
"8028ac6c","result3.screen != 0"
"8028ac80","result_bonus.blo"
"8028ac94","bonus.bck"
"8028aca0","light.bpk"
"8028acac","medal.btk"
"8028acb8","new_bonus.btk"
"8028acc8","result4.screen != 0"
"8028acdc","result_1p.blo"
"8028acec","result_1p.bck"
"8028b47c","it_tinkleStamp100_00.bti"
"8028b498","it_tinkleStamp01_00.bti"
"8028b4b0","it_bonusFont_00.bti"
"8028b4c4","it_tinkleStampBase_00.bti"
"8028b4e0","it_StampBase_00.bti"
"8028b4f4","it_tinkleStampB_00.bti"
"8028b50c","コース%d"
"8028b684","ami0"
"8028b68a","lkami1"
"8028b692","lkami2"
"8028b69a","lkami3"
"8028b6a2","lkami4"
"8028b6aa","lkami5"
"8028b6b2","lkami6"
"8028b710","ランク外"
"8028b71c","%sと対戦"
"8028b728","　　と対戦"
"8028b734","%d人で対戦"
"8028b740","dDlst_RESULT_c"
"8028b75f","DdDlst_base_c"
"8028b780","J2DAnmTransform"
"8028b790","J2DAnmBase"
"8028b7cc","JUTNameTab"
"8028b7e4","dRelt_HIO_c"
"8028b7f0","JORReflexible"
"8028b818","テロップ"
"8028b824","d_terop.cpp"
"8028b830","mTrp.screen != 0"
"8028b844","terop.blo"
"8028b898","dDlst_TEROP_c"
"8028b8b8","dDlst_base_c"
"8028b8d8","dTp_HIO_c"
"8028b8e4","JORReflexible"
"8028bfcc","SAVE size:%d
"
"8028bfdc","LOAD size:%d
"
"8028bfec","INIT size:%d
"
"8028c470","dStmp_HIO_c"
"8028c47c","JORReflexible"
"8028c48c","mDoHIO_entry_c"
"8028c4c8","スタート画面"
"8028c4d8","d_menuStart.cpp"
"8028c4e8","mStart.screen != 0"
"8028c4fc","start.blo"
"8028c568","dDlst_MSTART_c"
"8028c588","dDlst_base_c"
"8028c5a8","dMs_HIO_c"
"8028c5b4","JORReflexible"
"8028c811","smsita9smsita10smsita11smsita12"
"8028c831","smedal9smedal10smedal11smedal12"
"8028c8a1","crown04csnums04"
"8028c8da","snum04smsita13smsita14smsita15smsita16smedal13smedal14smedal15smedal16"
"8028c9aa","snum05smsita17smsita18smsita19smsita20smedal17smedal18smedal19smedal20"
"8028ca7a","snum06smsita21smsita22smsita23smsita24smedal21smedal22smedal23smedal24"
"8028cb4a","snum07smsita25smsita26smsita27smsita28smedal25smedal26smedal27smedal28"
"8028cc1a","snum08smsita29smsita30smsita31smsita32smedal29smedal30smedal31smedal32"
"8028ccea","snum09smsita33smsita34smsita35smsita36smedal33smedal34smedal35smedal36"
"8028cd81","crown10csnums10"
"8028cdba","snum10smsita37smsita38smsita39smsita40smedal37smedal38smedal39smedal40"
"8028ce01","hplay10hpsita10"
"8028ce51","crown11csnums11"
"8028ce8a","snum11smsita41smsita42smsita43smsita44smedal41smedal42smedal43smedal44"
"8028ced1","hplay11hpsita11"
"8028cf21","crown12csnums12"
"8028cf5a","snum12smsita45smsita46smsita47smsita48smedal45smedal46smedal47smedal48"
"8028cfa1","hplay12hpsita12"
"8028d031","hplay01hpsita01"
"8028d084","sn02"
"8028d08a","snum02"
"8028d092","hvss02"
"8028d099","csita02"
"8028d0a3","hvs02"
"8028d0a9","class04"
"8028d0b1","class05"
"8028d0b9","class06"
"8028d0c1","hplay02hpsita02"
"8028d0d2","hpow02"
"8028d0d9","swaku03"
"8028d0e3","sls03"
"8028d0eb","sns03"
"8028d0f1","snums03chnums03"
"8028d101","chnum03"
"8028d10c","sl03"
"8028d114","sn03"
"8028d11a","snum03"
"8028d122","hvss03"
"8028d129","csita03"
"8028d133","hvs03"
"8028d139","class07"
"8028d141","class08"
"8028d149","class09"
"8028d151","hplay03hpsita03"
"8028d162","hpow03"
"8028d169","swaku04"
"8028d173","sls04"
"8028d17b","sns04"
"8028d181","snums04chnums04"
"8028d191","chnum04"
"8028d19c","sl04"
"8028d1a4","sn04"
"8028d1aa","snum04"
"8028d1b2","hvss04"
"8028d1b9","csita04"
"8028d1c3","hvs04"
"8028d1c9","class10"
"8028d1d1","class11"
"8028d1d9","class12"
"8028d1e1","hplay04hpsita04"
"8028d1f2","hpow04"
"8028d1f9","swaku05"
"8028d203","sls05"
"8028d20b","sns05"
"8028d211","snums05chnums05"
"8028d221","chnum05"
"8028d22c","sl05"
"8028d234","sn05"
"8028d23a","snum05"
"8028d242","hvss05"
"8028d249","csita05"
"8028d253","hvs05"
"8028d259","class13"
"8028d261","class14"
"8028d269","class15"
"8028d271","hplay05hpsita05"
"8028d282","hpow05"
"8028d289","swaku06"
"8028d293","sls06"
"8028d29b","sns06"
"8028d2a1","snums06chnums06"
"8028d2b1","chnum06"
"8028d2bc","sl06"
"8028d2c4","sn06"
"8028d2ca","snum06"
"8028d2d2","hvss06"
"8028d2d9","csita06"
"8028d2e3","hvs06"
"8028d2e9","class16"
"8028d2f1","class17"
"8028d2f9","class18"
"8028d301","hplay06hpsita06"
"8028d312","hpow06"
"8028d319","swaku07"
"8028d323","sls07"
"8028d32b","sns07"
"8028d331","snums07chnums07"
"8028d341","chnum07"
"8028d34c","sl07"
"8028d354","sn07"
"8028d35a","snum07"
"8028d362","hvss07"
"8028d369","csita07"
"8028d373","hvs07"
"8028d379","class19"
"8028d381","class20"
"8028d389","class21"
"8028d391","hplay07hpsita07"
"8028d3a2","hpow07"
"8028d3a9","swaku08"
"8028d3b3","sls08"
"8028d3bb","sns08"
"8028d3c1","snums08chnums08"
"8028d3d1","chnum08"
"8028d3dc","sl08"
"8028d3e4","sn08"
"8028d3ea","snum08"
"8028d3f2","hvss08"
"8028d3f9","csita08"
"8028d403","hvs08"
"8028d409","class22"
"8028d411","class23"
"8028d419","class24"
"8028d421","hplay08hpsita08"
"8028d432","hpow08"
"8028d439","swaku09"
"8028d443","sls09"
"8028d44b","sns09"
"8028d451","snums09chnums09"
"8028d461","chnum09"
"8028d46c","sl09"
"8028d474","sn09"
"8028d47a","snum09"
"8028d482","hvss09"
"8028d489","csita09"
"8028d493","hvs09"
"8028d499","class25"
"8028d4a1","class26"
"8028d4a9","class27"
"8028d4b1","hplay09hpsita09"
"8028d4c2","hpow09"
"8028d4c9","swaku10"
"8028d4d3","sls10"
"8028d4db","sns10"
"8028d4e1","snums10chnums10"
"8028d4f1","chnum10"
"8028d4fc","sl10"
"8028d504","sn10"
"8028d50a","snum10"
"8028d512","hvss10"
"8028d519","csita10"
"8028d523","hvs10"
"8028d529","class28"
"8028d531","class29"
"8028d539","class30"
"8028d541","hplay10hpsita10"
"8028d552","hpow10"
"8028d559","swaku11"
"8028d563","sls11"
"8028d56b","sns11"
"8028d571","snums11chnums11"
"8028d581","chnum11"
"8028d58c","sl11"
"8028d594","sn11"
"8028d59a","snum11"
"8028d5a2","hvss11"
"8028d5a9","csita11"
"8028d5b3","hvs11"
"8028d5b9","class31"
"8028d5c1","class32"
"8028d5c9","class33"
"8028d5d1","hplay11hpsita11"
"8028d5e2","hpow11"
"8028d5e9","swaku12"
"8028d5f3","sls12"
"8028d5fb","sns12"
"8028d601","snums12chnums12"
"8028d611","chnum12"
"8028d61c","sl12"
"8028d624","sn12"
"8028d62a","snum12"
"8028d632","hvss12"
"8028d639","csita12"
"8028d643","hvs12"
"8028d649","class34"
"8028d651","class35"
"8028d659","class36"
"8028d661","hplay12hpsita12"
"8028d764","it_medalDokuroD_00.bti"
"8028d77c","it_medalCapD2_00.bti"
"8028d794","it_medalDokuroG_00.bti"
"8028d7ac","it_medalCapG2_00.bti"
"8028d7c4","it_medalDokuroK_00.bti"
"8028d7dc","it_medalCapK2_00.bti"
"8028d80c","インフォメーション画面"
"8028d83c","d_information.cpp"
"8028d850","mInfo2.screen != 0"
"8028d864","pirate.blo"
"8028d870","mInfo3.screen != 0"
"8028d884","rule_map.blo"
"8028d894","walk.bck"
"8028d8a0","mBckLinkSAnm != 0"
"8028d8b4","takara.btp"
"8028d8c0","btp != 0"
"8028d8cc","takara.bpk"
"8028d8d8","bva != 0"
"8028d8e4","stamp.btp"
"8028d8f0","stamp.bpk"
"8028d8fc","stamp.bck"
"8028d908","bck != 0"
"8028d914","agb3w.btp"
"8028d920","agb3w.bpk"
"8028d92c","agb3w.bck"
"8028d938","agb4w.bpk"
"8028d944","agb5_6w.btp"
"8028d950","agb5_6w.bpk"
"8028d95c","agb5_6w.bck"
"8028d968","mRecord.screen != 0"
"8028d97c","record_stamp.blo"
"8028d990","cursol.bva"
"8028d99c","it_stampFont_01.bti"
"8028d9b0","でタイムアタックメダルを見る"
"8028d9d0","it_1pStampFont_00.bti"
"8028d9e8","でVSメダルを見る"
"8028d9fc","mNcRes4.screen != 0"
"8028da10","ending.blo"
"8028da1c","mRecord2.screen != 0"
"8028da34","record_score.blo"
"8028da48","it_hScoreFont_01.bti"
"8028da60","でタイムアタックスコアを見る"
"8028da80","it_1pScoreFont_00.bti"
"8028da98","でVSスコアを見る"
"8028daac","mRanking.screen != 0"
"8028dac4","result_1p.blo"
"8028dad4","mRecord3.screen != 0"
"8028daec","record_kai.blo"
"8028dafc","mNcRes2.screen != 0"
"8028db10","mItem.screen != 0"
"8028db24","item.blo"
"8028db30","mItem2.screen != 0"
"8028db44","item_txt.blo"
"8028db54","cursol.brk"
"8028db60","brk != 0"
"8028e7cc","it_bikkuriB_00.bti"
"8028e7e0","it_rouletteB_00.bti"
"8028e7f4","it_tyatubo_00.bti"
"8028e808","it_goastB_00.bti"
"8028e81c","it_akajishi_00.bti"
"8028e854","----------"
"8028e860","dDlst_INFORM_c"
"8028e880","dDlst_base_c"
"8028e8a0","J2DAnmVisibilityFull"
"8028e8b8","J2DAnmBase"
"8028e8e0","J2DAnmTransform"
"8028e920","JUTNameTab"
"8028e938","dIf_HIO_c"
"8028e944","JORReflexible"
"8028e988","d_backMode.cpp"
"8028e998","mBmode.screen != 0"
"8028e9ac","mode.blo"
"8028ea90","dDlst_BKMODE_c"
"8028eab0","dDlst_base_c"
"8028ead0","dBm_HIO_c"
"8028eadc","JORReflexible"
"8028eb08","d_gbaCheck.cpp"
"8028eb18","mGba.screen != 0"
"8028eb2c","bpk != 0"
"8028eb38","dDlst_GBACHK_c"
"8028eb58","dGb_HIO_c"
"8028eb64","JORReflexible"
"8028eb90","it_tinkleG50_00.bti"
"8028eba4","it_tinkleG60_00.bti"
"8028ebb8","it_tinkleG70_00.bti"
"8028ebcc","it_tinkleG80_00.bti"
"8028ebe0","it_tinkleG90_00.bti"
"8028ebf4","it_tinkleG_00.bti"
"8028ec08","it_tinkleG110_00.bti"
"8028ec20","it_tinkleG120_00.bti"
"8028ec38","it_tinkleG130_00.bti"
"8028ec50","it_tinkleG140_00.bti"
"8028ec68","it_tinkleG150_00.bti"
"8028ecd8","result_num_00.bti"
"8028ecec","result_num_01.bti"
"8028ed00","result_num_02.bti"
"8028ed14","result_num_03.bti"
"8028ed28","result_num_04.bti"
"8028ed3c","result_num_05.bti"
"8028ed50","result_num_06.bti"
"8028ed64","result_num_07.bti"
"8028ed78","result_num_08.bti"
"8028ed8c","result_num_09.bti"
"8028ee34","d_tingleSelect.cpp"
"8028ee48","mTinSel.screen != 0"
"8028ee5c","tinkle.blo"
"8028ee68","cursol.bva"
"8028ee74","bva != 0"
"8028ee80","tinkle.bpk"
"8028ee8c","bpk != 0"
"8028ee98","it_linkTinkleSet_00.bti"
"8028ef88","it_lInkSet_00.bti"
"8028ef9c","dDlst_TINGLESEL_c"
"8028efc0","dDlst_base_c"
"8028efe0","J2DAnmBase"
"8028effc","J2DAnmVisibilityFull"
"8028f030","dTs_HIO_c"
"8028f03c","JORReflexible"
"8028f078","d_staffRoll.cpp"
"8028f088","mRoll.screen != 0"
"8028f09c","staff_roll.blo"
"8028f154","dDlst_SFROLL_c"
"8028f174","dDlst_base_c"
"8028f194","dSr_HIO_c"
"8028f1a0","JORReflexible"
"8028f300","/tetora/res/Demo/bsk/cam_tetra.bsk"
"8028f324","/tetora/res/Demo/bsk/cam_chatubo.bsk"
"8028f34c","/tetora/res/Demo/bsk/cam_akajishi.bsk"
"8028f374","/tetora/res/Demo/bsk/opening_camera.bsk"
"8028f3ac","/tetora/res/Demo/bsk/tet_saru_cam.bsk"
"8028f3d4","/tetora/res/Demo/bsk/saru_tet_cam.bsk"
"8028f3fc","/tetora/res/Demo/bsk/cha_saru_cam.bsk"
"8028f424","/tetora/res/Demo/bsk/saru_cha_cam.bsk"
"8028f44c","/tetora/res/Demo/bsk/aka_saru_cam.bsk"
"8028f474","/tetora/res/Demo/bsk/saru_aka_cam.bsk"
"8028f49c","/tetora/res/Demo/bsk/cha_tet_cam.bsk"
"8028f4c4","/tetora/res/Demo/bsk/aka_tet_cam.bsk"
"8028f578","Eye    : X=%f Y=%f Z=%f"
"8028f590","Center : X=%f Y=%f Z=%f"
"8028f5a8","Fovy   : %f"
"8028f620","dCam_HIO_c"
"8028f62c","JORReflexible"
"8028ff40","GP status %d%d%d%d%d%d --> "
"8028ff5c","GP hang due to XF stall bug.
"
"8028ff7c","GP hang due to unterminated primitive.
"
"8028ffa4","GP hang due to illegal instruction.
"
"8028ffcc","GP appears to be not hung (waiting for input).
"
"8028fffc","GP is in unknown state.
"
"80290018","JFWDisplay"
"80290040","JUTPalette.cpp"
"80290050","JUTTexture: TLUT is NULL
"
"80290070","JUTGraphFifo"
"80290090","JUTResFont: Unknown data block
"
"802900b0","Unknown data block
"
"802900c4","JUTResFont"
"80290148","JUTGamePad"
"80290154","JKRDisposer"
"802901b8","SYSTEM RESET"
"802901c8","MACHINE CHECK"
"802901d8","EXTERNAL INTERRUPT"
"802901ec","ALIGNMENT"
"802901f8","FLOATING POINT"
"80290208","DECREMENTER"
"80290214","SYSTEM CALL"
"80290220","PERFORMACE MONITOR"
"80290234","BREAK POINT"
"80290240","SYSTEM INTERRUPT"
"80290254","THERMAL INTERRUPT"
"80290268","PROTECTION"
"802902b8","%s in \"%s\" on line %d
"
"802902d0","F%02d: Nan      "
"802902e4","F%02d:+Inf     "
"802902f4","F%02d:-Inf     "
"80290304","F%02d: 0.0      "
"80290318","F%02d:%+.3E"
"80290324","-------------------------------- FPR
"
"8029034c","-------------------------------- TRACE
"
"80290374","Address:   BackChain   LR save
"
"80290394","Suppress trace.
"
"802903a8","%08X:  %08X    %08X
"
"802903c0","CONTEXT:%08XH  (%s EXCEPTION)
"
"802903e0","CONTEXT:%08XH
"
"802903f0"," FPE: Invalid operation
"
"8029040c"," Infinity - Infinity
"
"80290424"," Infinity / Infinity
"
"8029043c"," Infinity * 0
"
"8029044c"," Invalid compare
"
"80290460"," Software request
"
"80290474"," Invalid square root
"
"8029048c"," Invalid integer convert
"
"802904a8"," FPE: Overflow
"
"802904b8"," FPE: Underflow
"
"802904cc"," FPE: Zero division
"
"802904e4"," FPE: Inexact result
"
"802904fc","SRR0:   %08XH   SRR1:%08XH
"
"80290518","DSISR:  %08XH   DAR: %08XH
"
"80290534","-------------------------------- GPR
"
"8029055c","R%02d:%08XH  R%02d:%08XH  R%02d:%08XH
"
"80290584","R%02d:%08XH  R%02d:%08XH
"
"802905a0","%s %s:%x section:%d
"
"802905b8","-------------------------------- GPRMAP
"
"802905e4","R%02d: %08XH"
"802905f4","  no information
"
"80290608","  no register which seem to address.
"
"80290630","-------------------------------- SRR0MAP
"
"8029065c","SRR0: %08XH"
"80290668"," MSR:%08XH	 FPSCR:%08XH
"
"80290684","******** EXCEPTION OCCURRED! ********
FrameMemory:%XH
"
"802906bc","******** USER HALT ********
FrameMemory:%XH
"
"802906ec","--------------------------------
"
"80290710","  [%08X]: .%s [%08X: %XH]
  %s
"
"80290730","JUTException"
"80290740","JKRDisposer"
"8029074c","JKRThread"
"802907c1","	$lmno(p
"
"80290a50","Failed assertion: %s:%d
"
"80290a6c","Failed assertion: %s:%d"
"80290a84","WARNING [%s:%d]"
"80290a94","WARNING [%s:%d] "
"80290aa8","JUTVideo"
"80290abf","\,JUTFader"
"80290ae8","JUTConsole"
"80290afe","/@:::GBA: Init()
"
"80290b10",":::GBA: Create Thread %d
"
"80290b2c","JUTGba.cpp"
"80290b38","UNKNOWN GBA COMMAND."
"80290f8c","JPAFieldBase"
"80290fb0","JPAFieldSpin"
"80290fe0","JPAFieldDrag"
"80291010","JPAFieldRandom"
"80291040","JPAFieldConvection"
"80291074","JPAFieldVortex"
"802910a4","JPAFieldNewton"
"802910d4","JPAFieldMagnet"
"80291104","JPAFieldAir"
"80291130","JPAFieldGravity"
"80291160","JPATexture"
"80291178","JGadget::binary::TParse_header_block"
"802911b8","JStage::TCamera"
"802911c8","JStage::TObject"
"80291278","JStage::TLight"
"80291288","JStage::TObject"
"80291310","JStage::TObject"
"80291360","JStage::TSystem"
"80291370","JStage::TObject"
"802913e0","JStudio::TParse"
"802913f0","JGadget::binary::TParse_header_block"
"80291418","JStudio::stb::TParse"
"80291470","JStudio::TFactory"
"80291498","JStudio::TControl"
"80291fcc","JStudio::TObject_sound"
"80291fe4","JStudio::TObject"
"80291ff8","JStudio::stb::TObject"
"80292010","JStudio::object::TObject_ID"
"80292090","JStudio::TAdaptor_sound"
"802920a8","JStudio::TAdaptor"
"8029210c","JStudio::TObject_particle"
"80292168","JStudio::TAdaptor_particle"
"802921d0","JStudio::TObject_message"
"8029222c","JStudio::TAdaptor_message"
"80292278","JStudio::TObject_light"
"802922d0","JStudio::TAdaptor_light"
"8029231c","JStudio::TObject_fog"
"80292374","JStudio::TAdaptor_fog"
"802923b8","JStudio::TObject_camera"
"80292410","JStudio::TAdaptor_camera"
"80292474","JStudio::TObject_ambientLight"
"802924d4","JStudio::TAdaptor_ambientLight"
"80292520","JStudio::TObject_actor"
