"Location","String Value"
"800035e4","Metrowerks Target Resident Kernel for PowerPC"
"801f0dc0","MESGbmg1"
"801f0de0","INF1"
"801f0e20","DAT1"
"801f0e29","ディスクを読み込んでいます。"
"801f0e46","ディスクカバーが開いています。
ゲームを続ける場合は
ディスクカバーを閉めてください。"
"801f0e9b","「ゼルダの伝説〜４つの剣＋〜」の
ディスクをセットしてください。"
"801f0edb","「ゼルダの伝説〜４つの剣＋〜」の
ディスクをセットしてください。"
"801f0f1b","ディスクを読めませんでした。
くわしくは、本体の取扱説明書をお読みください。"
"801f0f67","エラーが発生しました。
本体のパワーボタンを押して電源をOFFにし
本体の取扱説明書の指示に従ってください。"
"802609cc","vc_aka/vc_aka_1130.dsp"
"802609e4","vc_aka/vc_aka_1134.dsp"
"802609fc","vc_aka/vc_aka_1135.dsp"
"80260a14","vc_aka/vc_aka_1135_1.dsp"
"80260a30","vc_aka/vc_aka_1136.dsp"
"80260a48","vc_aka/vc_aka_1137.dsp"
"80260a60","vc_aka/vc_aka_1138.dsp"
"80260a78","vc_aka/vc_aka_1139.dsp"
"80260a90","vc_aka/vc_aka_1140.dsp"
"80260aa8","vc_aka/vc_aka_1141_2.dsp"
"80260ac4","vc_aka/vc_aka_1141_3.dsp"
"80260ae0","vc_aka/vc_aka_1141_5.dsp"
"80260afc","vc_aka/vc_aka_1142_1.dsp"
"80260b18","vc_aka/vc_aka_1142_2.dsp"
"80260b34","vc_aka/vc_aka_1145_1.dsp"
"80260b50","vc_aka/vc_aka_1145_2.dsp"
"80260b6c","vc_aka/vc_aka_1151_x.dsp"
"80260b88","vc_aka/vc_aka_1152.dsp"
"80260ba0","vc_aka/vc_aka_1154.dsp"
"80260bb8","vc_aka/vc_aka_1154_1_x.dsp"
"80260bd4","vc_aka/vc_aka_1155_1.dsp"
"80260bf0","vc_aka/vc_aka_1156.dsp"
"80260c08","vc_aka/vc_aka_1158.dsp"
"80260c20","vc_aka/vc_aka_1159.dsp"
"80260c38","vc_aka/vc_aka_1160.dsp"
"80260c50","vc_aka/vc_aka_1162_1.dsp"
"80260c6c","vc_aka/vc_aka_1173.dsp"
"80260c84","vc_aka/vc_aka_1175_x.dsp"
"80260ca0","vc_aka/vc_aka_1176.dsp"
"80260cb8","vc_aka/vc_aka_1176_1.dsp"
"80260cd4","vc_aka/vc_aka_1176_2.dsp"
"80260cf0","vc_aka/vc_aka_1177_1.dsp"
"80260d0c","vc_aka/vc_aka_1177_2.dsp"
"80260d28","vc_aka/vc_aka_1178.dsp"
"80260d40","vc_aka/vc_aka_1179_4.dsp"
"80260d5c","vc_aka/vc_aka_1180_0.dsp"
"80260d78","vc_aka/vc_aka_1180_3.dsp"
"80260d94","vc_aka/vc_aka_1180_4.dsp"
"80260db0","vc_aka/vc_aka_1180_5.dsp"
"80260dcc","vc_aka/vc_aka_1180_6.dsp"
"80260de8","vc_aka/vc_aka_1180_7.dsp"
"80260e04","vc_aka/vc_aka_1180_8.dsp"
"80260e20","vc_aka/vc_aka_1180_9.dsp"
"80260e3c","vc_aka/vc_aka_1184.dsp"
"80260e54","vc_aka/vc_aka_1185.dsp"
"80260e6c","vc_aka/vc_aka_1186.dsp"
"80260e84","vc_aka/vc_aka_1187.dsp"
"80260e9c","vc_aka/vc_aka_1188.dsp"
"80260eb4","vc_aka/vc_aka_1189.dsp"
"80260ecc","vc_aka/vc_aka_1191.dsp"
"80260ee4","vc_aka/vc_aka_1192.dsp"
"80260efc","vc_aka/vc_aka_1193.dsp"
"80260f14","vc_aka/vc_aka_1194.dsp"
"80260f2c","vc_aka/vc_aka_1199.dsp"
"80260f44","vc_aka/vc_aka_1200.dsp"
"80260f5c","vc_aka/vc_aka_1201.dsp"
"80260f74","vc_aka/vc_aka_1202.dsp"
"80260f8c","vc_aka/vc_aka_1203.dsp"
"80260fa4","vc_aka/vc_aka_1204.dsp"
"80260fbc","vc_aka/vc_aka_1212.dsp"
"80260fd4","vc_aka/vc_aka_1213_x_1.dsp"
"80260ff0","vc_aka/vc_aka_1213_x_2.dsp"
"8026100c","vc_aka/vc_aka_1220_1.dsp"
"80261028","vc_aka/vc_aka_1220_2.dsp"
"80261044","vc_aka/vc_aka_1226.dsp"
"8026105c","vc_aka/vc_aka_1227.dsp"
"80261074","vc_aka/vc_aka_1229.dsp"
"8026108c","vc_aka/vc_aka_1231_1.dsp"
"802610a8","vc_aka/vc_aka_1231_2.dsp"
"802610c4","vc_aka/vc_aka_1231_3_x_1.dsp"
"802610e4","vc_aka/vc_aka_1231_3_x_2.dsp"
"80261104","vc_aka/vc_aka_1233_1z.dsp"
"80261120","vc_aka/vc_aka_1233_2z.dsp"
"8026113c","vc_aka/vc_aka_1233_3z.dsp"
"80261158","vc_aka/vc_aka_1233_4z.dsp"
"80261174","vc_aka/vc_aka_1233_5z.dsp"
"80261190","vc_aka/vc_aka_1233_6z.dsp"
"802611ac","vc_aka/vc_aka_1234.dsp"
"802611c4","vc_aka/vc_aka_1235.dsp"
"802611dc","vc_aka/vc_aka_1236_1.dsp"
"802611f8","vc_aka/vc_aka_1236_2.dsp"
"80261214","vc_aka/vc_aka_1236_3.dsp"
"80261230","vc_aka/vc_aka_1236_4.dsp"
"8026124c","vc_aka/vc_aka_1240_1.dsp"
"80261268","vc_aka/vc_aka_1240_2.dsp"
"80261284","vc_aka/vc_aka_1240_4.dsp"
"802612a0","vc_aka/vc_aka_1248.dsp"
"802612b8","vc_aka/vc_aka_1250.dsp"
"802612d0","vc_aka/vc_aka_1251_x_1.dsp"
"802612ec","vc_aka/vc_aka_1251_x_2.dsp"
"80261308","vc_aka/vc_aka_1252.dsp"
"80261320","vc_aka/vc_aka_1290_x_1.dsp"
"8026133c","vc_aka/vc_aka_1290_x_2.dsp"
"80261358","vc_aka/vc_aka_1294.dsp"
"80261370","vc_aka/vc_aka_1295_x_1.dsp"
"8026138c","vc_aka/vc_aka_1295_x_2.dsp"
"802613a8","vc_aka/vc_aka_1296.dsp"
"802613c0","vc_aka/vc_aka_1297.dsp"
"802613d8","vc_aka/vc_aka_1297_2.dsp"
"802613f4","vc_aka/vc_aka_1297_3.dsp"
"80261410","vc_aka/vc_aka_1298.dsp"
"80261428","vc_aka/vc_aka_1298_1.dsp"
"80261444","vc_aka/vc_aka_1299.dsp"
"8026145c","vc_aka/vc_aka_1299_1.dsp"
"80261478","vc_aka/vc_aka_1299_2.dsp"
"80261494","vc_aka/vc_aka_1299_3.dsp"
"802614b0","vc_aka/vc_aka_1299_4.dsp"
"802614cc","vc_aka/vc_aka_1299_5.dsp"
"802614e8","vc_aka/vc_aka_1301.dsp"
"80261500","vc_aka/vc_aka_1302.dsp"
"80261518","vc_aka/vc_aka_1303.dsp"
"80261530","vc_aka/vc_aka_1304.dsp"
"80261548","vc_aka/vc_aka_1305.dsp"
"80261560","vc_aka/vc_aka_1306.dsp"
"80261578","vc_aka/vc_aka_1307.dsp"
"80261590","vc_aka/vc_aka_1308.dsp"
"802615a8","vc_aka/vc_aka_1309.dsp"
"802615c0","vc_aka/vc_aka_1310.dsp"
"802615d8","vc_aka/vc_aka_1311.dsp"
"802615f0","vc_aka/vc_aka_1312.dsp"
"80261608","vc_aka/vc_aka_1313.dsp"
"80261620","vc_aka/vc_aka_1314.dsp"
"80261638","vc_aka/vc_aka_1315.dsp"
"80261650","vc_aka/vc_aka_1316.dsp"
"80261668","vc_aka/vc_aka_1317.dsp"
"80261680","vc_aka/vc_aka_1318.dsp"
"80261698","vc_aka/vc_aka_1319.dsp"
"802616b0","vc_aka/vc_aka_1320.dsp"
"802616c8","vc_aka/vc_aka_1321.dsp"
"802616e0","vc_aka/vc_aka_1322.dsp"
"802616f8","vc_aka/vc_aka_1323.dsp"
"80261710","vc_aka/vc_aka_1324.dsp"
"80261728","vc_aka/vc_aka_1325.dsp"
"80261740","vc_aka/vc_aka_1326.dsp"
"80261758","vc_aka/vc_aka_1327.dsp"
"80261770","vc_aka/vc_aka_1328.dsp"
"80261788","vc_aka/vc_aka_1329.dsp"
"802617a0","vc_aka/vc_aka_1330.dsp"
"802617b8","vc_aka/vc_aka_1331.dsp"
"802617d0","vc_aka/vc_aka_1332.dsp"
"802617e8","vc_aka/vc_aka_1333.dsp"
"80261800","vc_aka/vc_aka_1334.dsp"
"80261818","vc_aka/vc_aka_1335.dsp"
"80261830","vc_aka/vc_aka_1336.dsp"
"80261848","vc_aka/vc_aka_1337.dsp"
"80261860","vc_aka/vc_aka_1338.dsp"
"80261878","vc_aka/vc_aka_1339.dsp"
"80261890","vc_aka/vc_aka_1340.dsp"
"802618a8","vc_aka/vc_aka_1341.dsp"
"802618c0","vc_aka/vc_aka_1342.dsp"
"802618d8","vc_aka/vc_aka_1343.dsp"
"802618f0","vc_aka/vc_aka_1344.dsp"
"80261908","vc_aka/vc_aka_1345.dsp"
"80261920","vc_aka/vc_aka_1346.dsp"
"80261938","vc_aka/vc_aka_1347.dsp"
"80261950","vc_aka/vc_aka_1348.dsp"
"80261968","vc_aka/vc_aka_1349.dsp"
"80261980","vc_aka/vc_aka_1350.dsp"
"80261998","vc_aka/vc_aka_1351.dsp"
"802619b0","vc_aka/vc_aka_1352.dsp"
"802619c8","vc_aka/vc_aka_1353.dsp"
"802619e0","vc_aka/vc_aka_1354.dsp"
"802619f8","vc_aka/vc_aka_1355.dsp"
"80261a10","vc_aka/vc_aka_1356.dsp"
"80261a28","vc_aka/vc_aka_1357.dsp"
"80261a40","vc_aka/vc_aka_1358.dsp"
"80261a58","vc_aka/vc_aka_1359.dsp"
"80261a70","vc_aka/vc_aka_1360.dsp"
"80261a88","vc_aka/vc_aka_1361.dsp"
"80261aa0","vc_aka/vc_aka_1362.dsp"
"80261ab8","vc_aka/vc_aka_1363.dsp"
"80261ad0","vc_aka/vc_aka_1364.dsp"
"80261ae8","vc_aka/vc_aka_1365.dsp"
"80261b00","vc_aka/vc_aka_1366.dsp"
"80261b18","vc_aka/vc_aka_1367.dsp"
"80261b30","vc_aka/vc_aka_1368.dsp"
"80261b48","vc_aka/vc_aka_1369.dsp"
"80261b60","vc_aka/vc_aka_1370.dsp"
"80261b78","vc_aka/vc_aka_1371.dsp"
"80261b90","vc_aka/vc_aka_1372.dsp"
"80261ba8","vc_aka/vc_aka_1373.dsp"
"80261bc0","vc_aka/vc_aka_1374.dsp"
"80261bd8","vc_aka/vc_aka_1375.dsp"
"80261bf0","vc_aka/vc_aka_1376.dsp"
"80261c20","vc_aka/vc_aka_1378.dsp"
"80261c50","vc_aka/vc_aka_1380.dsp"
"80261c68","vc_aka/vc_aka_1381.dsp"
"80261c80","vc_aka/vc_aka_1382.dsp"
"80261c98","vc_aka/vc_aka_1383.dsp"
"80261cb0","vc_aka/vc_aka_1384.dsp"
"80261cc8","vc_aka/vc_aka_1385.dsp"
"80261ce0","vc_aka/vc_aka_1386.dsp"
"80261cf8","vc_aka/vc_aka_1387.dsp"
"80261d10","vc_aka/vc_aka_1388.dsp"
"80261d28","vc_aka/vc_aka_1389.dsp"
"80261d40","vc_aka/vc_aka_1390.dsp"
"80261d58","vc_aka/vc_aka_1391.dsp"
"80261d70","vc_aka/vc_aka_1392.dsp"
"80261d88","vc_aka/vc_aka_1393.dsp"
"80261da0","vc_aka/vc_aka_1394.dsp"
"80261db8","vc_aka/vc_aka_1395.dsp"
"80261dd0","vc_aka/vc_aka_1396.dsp"
"80261de8","vc_aka/vc_aka_1397.dsp"
"80261e00","vc_aka/vc_aka_1398.dsp"
"80261e18","vc_aka/vc_aka_1399.dsp"
"80261e30","vc_aka/vc_aka_1399_0.dsp"
"80261e4c","vc_aka/vc_aka_1499_1.dsp"
"80261e68","vc_aka/vc_aka_1500.dsp"
"80261e80","vc_aka/vc_aka_1506_2.dsp"
"80261e9c","vc_aka/vc_aka_1506_5_1.dsp"
"80261eb8","vc_aka/vc_aka_1506_5_2.dsp"
"80261ed4","vc_aka/vc_aka_1507.dsp"
"80261eec","vc_aka/vc_aka_1508.dsp"
"80261f04","vc_aka/vc_aka_1511.dsp"
"80261f1c","vc_aka/vc_aka_1512.dsp"
"80261f34","vc_aka/vc_aka_1513.dsp"
"80261f4c","vc_aka/vc_aka_1514_1.dsp"
"80261f68","vc_aka/vc_aka_1514_2.dsp"
"80261f84","vc_aka/vc_aka_1514_3.dsp"
"80261fa0","vc_aka/vc_aka_1514_4.dsp"
"80261fbc","vc_aka/vc_aka_1515_1.dsp"
"80261fd8","vc_aka/vc_aka_1515_2.dsp"
"80261ff4","vc_aka/vc_aka_1516.dsp"
"8026200c","vc_aka/vc_aka_1517_1.dsp"
"80262028","vc_aka/vc_aka_1517_2.dsp"
"80262044","vc_aka/vc_aka_1517_3.dsp"
"80262060","vc_aka/vc_aka_1517_4.dsp"
"8026207c","vc_aka/vc_aka_1518.dsp"
"80262094","vc_aka/vc_aka_1519_1.dsp"
"802620b0","vc_aka/vc_aka_1519_2.dsp"
"802620cc","vc_aka/vc_aka_1520_1.dsp"
"802620e8","vc_aka/vc_aka_1520_2.dsp"
"80262104","vc_aka/vc_aka_1521.dsp"
"8026211c","vc_aka/vc_aka_1522.dsp"
"80262134","vc_aka/vc_aka_1523.dsp"
"8026214c","vc_aka/vc_aka_1524.dsp"
"80262164","vc_aka/vc_aka_1525.dsp"
"8026217c","vc_aka/vc_aka_1526.dsp"
"80262194","vc_aka/vc_aka_1527.dsp"
"802621ac","vc_aka/vc_aka_1528.dsp"
"802621c4","vc_aka/vc_aka_1529.dsp"
"802621dc","vc_aka/vc_aka_1530.dsp"
"802621f4","vc_aka/vc_aka_1531.dsp"
"8026220c","vc_aka/vc_aka_1532.dsp"
"80262224","vc_aka/vc_aka_1533.dsp"
"80262254","vc_aka/vc_aka_1535.dsp"
"8026226c","vc_aka/vc_aka_1536.dsp"
"802622cc","vc_aka/vc_aka_1540.dsp"
"802622e4","vc_aka/vc_aka_1550_1.dsp"
"80262300","vc_aka/vc_aka_1561.dsp"
"80262318","vc_aka/vc_aka_1562.dsp"
"80262330","vc_aka/vc_aka_1563.dsp"
"80262348","vc_aka/vc_aka_1564.dsp"
"80262360","vc_aka/vc_aka_1565.dsp"
"80262378","vc_aka/vc_aka_1566.dsp"
"80262390","vc_aka/vc_aka_1567.dsp"
"802623a8","vc_aka/vc_aka_1567_1.dsp"
"802623c4","vc_aka/vc_aka_1568.dsp"
"802623f4","vc_aka/vc_aka_1570.dsp"
"8026240c","vc_aka/vc_aka_1571.dsp"
"80262424","vc_aka/vc_aka_1572.dsp"
"8026243c","vc_aka/vc_aka_1573.dsp"
"80262454","vc_aka/vc_aka_1574.dsp"
"8026246c","vc_aka/vc_aka_1575.dsp"
"80262484","vc_aka/vc_aka_1576.dsp"
"8026249c","vc_aka/vc_aka_1576_0.dsp"
"802624b8","vc_aka/vc_aka_1577.dsp"
"802624d0","vc_aka/vc_aka_1578.dsp"
"802624e8","vc_aka/vc_aka_1579.dsp"
"80262500","vc_aka/vc_aka_1581.dsp"
"80262518","vc_aka/vc_aka_1582.dsp"
"80262530","vc_aka/vc_aka_1584.dsp"
"80262548","vc_aka/vc_aka_1584_1.dsp"
"80262564","vc_aka/vc_aka_1584_2.dsp"
"80262580","vc_aka/vc_aka_1585.dsp"
"80262598","vc_aka/vc_aka_1586.dsp"
"802625b0","vc_aka/vc_aka_1587.dsp"
"802625c8","vc_aka/vc_aka_1588.dsp"
"802625e0","vc_aka/vc_aka_1589.dsp"
"802625f8","vc_aka/vc_aka_1590.dsp"
"80262610","vc_aka/vc_aka_1595_x_1.dsp"
"8026262c","vc_aka/vc_aka_1595_x_2.dsp"
"80262648","vc_aka/vc_aka_1596_x_1.dsp"
"80262664","vc_aka/vc_aka_1596_x_2.dsp"
"80262680","vc_aka/vc_aka_1597_x_1.dsp"
"8026269c","vc_aka/vc_aka_1597_x_2.dsp"
"802626b8","vc_aka/vc_aka_1598_x_1.dsp"
"802626d4","vc_aka/vc_aka_1598_x_2.dsp"
"802626f0","vc_aka/vc_aka_1600.dsp"
"80262708","vc_aka/vc_aka_1601.dsp"
"80262720","vc_aka/vc_aka_1602.dsp"
"80262738","vc_aka/vc_aka_1603.dsp"
"80262750","vc_aka/vc_aka_1606.dsp"
"80262768","vc_aka/vc_aka_1607.dsp"
"80262780","vc_aka/vc_aka_1607_1.dsp"
"8026279c","vc_aka/vc_aka_1607_2.dsp"
"802627b8","vc_aka/vc_aka_1608.dsp"
"802627d0","vc_aka/vc_aka_1609.dsp"
"802627e8","vc_aka/vc_aka_1610.dsp"
"80262800","vc_aka/vc_aka_1611.dsp"
"80262818","vc_aka/vc_aka_1612.dsp"
"80262830","vc_aka/vc_aka_1615.dsp"
"80262848","vc_aka/vc_aka_1616.dsp"
"80262860","vc_aka/vc_aka_1617.dsp"
"80262878","vc_aka/vc_aka_1618.dsp"
"80262890","vc_aka/vc_aka_1619_x.dsp"
"802628ac","vc_aka/vc_aka_1629_01.dsp"
"802628c8","vc_aka/vc_aka_1629_05.dsp"
"80262938","vc_aka/vc_aka_1629_11.dsp"
"80262954","vc_aka/vc_aka_1629_13.dsp"
"80262970","vc_aka/vc_aka_1629_15.dsp"
"8026298c","vc_aka/vc_aka_1631_3.dsp"
"802629a8","vc_aka/vc_aka_1631_4.dsp"
"802629c4","vc_aka/vc_aka_1631_5.dsp"
"802629e0","vc_aka/vc_aka_1632.dsp"
"802629f8","vc_aka/vc_aka_1633.dsp"
"80262a10","vc_aka/vc_aka_1633_1.dsp"
"80262a2c","vc_aka/vc_aka_1636.dsp"
"80262a44","vc_aka/vc_aka_1637.dsp"
"80262a5c","vc_aka/vc_aka_1638.dsp"
"80262a74","vc_aka/vc_aka_1639.dsp"
"80262a8c","vc_aka/vc_aka_1640.dsp"
"80262aa4","vc_aka/vc_aka_1640_1.dsp"
"80262ac0","vc_aka/vc_aka_1640_2.dsp"
"80262adc","vc_aka/vc_aka_1640_3.dsp"
"80262af8","vc_aka/vc_aka_1640_4.dsp"
"80262b14","vc_aka/vc_aka_1640_5.dsp"
"80262b30","vc_aka/vc_aka_1641.dsp"
"80262b48","vc_aka/vc_aka_1642.dsp"
"80262b60","vc_aka/vc_aka_1647.dsp"
"80262b78","vc_aka/vc_aka_1648.dsp"
"80262b90","vc_aka/vc_aka_1650.dsp"
"80262ba8","vc_aka/vc_aka_1652.dsp"
"80262bc0","vc_aka/vc_aka_1654.dsp"
"80262bd8","vc_aka/vc_aka_1655.dsp"
"80262bf0","vc_aka/vc_aka_1656_00.dsp"
"80262c0c","vc_aka/vc_aka_1656_01.dsp"
"80262c28","vc_aka/vc_aka_1656_02.dsp"
"80262c44","vc_aka/vc_aka_1656_03.dsp"
"80262c60","vc_aka/vc_aka_1656_04.dsp"
"80262c7c","vc_aka/vc_aka_1656_05.dsp"
"80262c98","vc_aka/vc_aka_1656_06.dsp"
"80262cb4","vc_aka/vc_aka_1656_07.dsp"
"80262cd0","vc_aka/vc_aka_1656_08.dsp"
"80262cec","vc_aka/vc_aka_1656_09.dsp"
"80262d08","vc_aka/vc_aka_1656_10.dsp"
"80262d24","vc_aka/vc_aka_1656_11.dsp"
"80262d40","vc_aka/vc_aka_1656_12.dsp"
"80262d5c","vc_aka/vc_aka_1656_13.dsp"
"80262d78","vc_aka/vc_aka_1656_14.dsp"
"80262d94","vc_aka/vc_aka_1656_15.dsp"
"80262db0","vc_aka/vc_aka_1656_16.dsp"
"80262dcc","vc_aka/vc_aka_1656_17.dsp"
"80262de8","vc_aka/vc_aka_1656_18.dsp"
"80262e04","vc_aka/vc_aka_1656_19.dsp"
"80262e20","vc_aka/vc_aka_1656_20.dsp"
"80262e3c","vc_aka/vc_aka_1656_21.dsp"
"80262e58","vc_aka/vc_aka_1656_22.dsp"
"80262e74","vc_aka/vc_aka_1656_23.dsp"
"80262e90","vc_aka/vc_aka_1656_24.dsp"
"80262eac","vc_aka/vc_aka_1656_25.dsp"
"80262ec8","vc_aka/vc_aka_1656_26.dsp"
"80262ee4","vc_aka/vc_aka_1656_28.dsp"
"80262f00","vc_aka/vc_aka_1656_29.dsp"
"80262f1c","vc_aka/vc_aka_1656_30.dsp"
"80262f38","vc_aka/vc_aka_1656_31.dsp"
"80262f54","vc_aka/vc_aka_1656_32.dsp"
"80262f70","vc_aka/vc_aka_1656_33.dsp"
"80262f8c","vc_aka/vc_aka_1656_34.dsp"
"80262fa8","vc_aka/vc_aka_1656_35.dsp"
"80262fc4","vc_aka/vc_aka_1656_36.dsp"
"80262fe0","vc_aka/vc_aka_1656_37.dsp"
"80262ffc","vc_aka/vc_aka_1656_38.dsp"
"80263018","vc_aka/vc_aka_1656_39.dsp"
"80263034","vc_aka/vc_aka_1656_40.dsp"
"80263050","vc_aka/vc_aka_1657_0.dsp"
"8026306c","vc_aka/vc_aka_1657_1.dsp"
"80263088","vc_aka/vc_aka_1657_2.dsp"
"802630a4","vc_aka/vc_aka_1657_3.dsp"
"802630c0","vc_aka/vc_aka_1657_4.dsp"
"802630dc","vc_aka/vc_aka_1657_5.dsp"
"802630f8","vc_aka/vc_aka_1657_6.dsp"
"80263114","vc_aka/vc_aka_1657_7.dsp"
"80263130","vc_aka/vc_aka_1657_8.dsp"
"8026314c","vc_aka/vc_aka_1658_4.dsp"
"80263168","vc_aka/vc_aka_1659.dsp"
"80263180","vc_aka/vc_aka_1660.dsp"
"80263198","vc_aka/vc_aka_1661.dsp"
"802631b0","vc_aka/vc_aka_1662.dsp"
"802631c8","vc_aka/vc_aka_1663_01.dsp"
"802631e4","vc_aka/vc_aka_1663_02.dsp"
"80263200","vc_aka/vc_aka_1663_03.dsp"
"8026321c","vc_aka/vc_aka_1663_04.dsp"
"80263238","vc_aka/vc_aka_1663_05.dsp"
"80263254","vc_aka/vc_aka_1663_06.dsp"
"802632a8","vc_aka/vc_aka_1663_10.dsp"
"802632c4","vc_aka/vc_aka_1663_11.dsp"
"802632e0","vc_aka/vc_aka_1663_12.dsp"
"802632fc","vc_aka/vc_aka_1663_13.dsp"
"80263318","vc_aka/vc_aka_1663_14.dsp"
"80263334","vc_aka/vc_aka_1663_15.dsp"
"80263350","vc_aka/vc_aka_1663_16.dsp"
"8026336c","vc_aka/vc_aka_1663_17.dsp"
"80263388","vc_aka/vc_aka_1663_18.dsp"
"802633a4","vc_aka/vc_aka_1664.dsp"
"802633bc","vc_aka/vc_aka_1665.dsp"
"802633d4","vc_aka/vc_aka_1666.dsp"
"802633ec","vc_aka/vc_aka_1667.dsp"
"80263404","vc_aka/vc_aka_1668.dsp"
"8026341c","vc_aka/vc_aka_1669.dsp"
"80263434","vc_aka/vc_aka_1670.dsp"
"8026344c","vc_aka/vc_aka_1671.dsp"
"80263464","vc_aka/vc_aka_1673.dsp"
"8026347c","vc_aka/vc_aka_1676.dsp"
"80263494","vc_aka/vc_aka_1699.dsp"
"802634ac","vc_aka/vc_aka_1700.dsp"
"802634c4","vc_aka/vc_aka_1701.dsp"
"802634dc","vc_aka/vc_aka_1702.dsp"
"802634f4","vc_aka/vc_aka_1704.dsp"
"8026350c","vc_aka/vc_aka_1705.dsp"
"80263524","vc_aka/vc_aka_1706.dsp"
"80263584","vc_aka/vc_aka_1709_1.dsp"
"802635a0","vc_aka/vc_aka_1710.dsp"
"802635b8","vc_aka/vc_aka_1711.dsp"
"802635d0","vc_aka/vc_aka_1712.dsp"
"802635e8","vc_aka/vc_aka_1713.dsp"
"80263600","vc_aka/vc_aka_1714.dsp"
"80263618","vc_aka/vc_aka_1715.dsp"
"80263630","vc_aka/vc_aka_1716.dsp"
"80263648","vc_aka/vc_aka_1717.dsp"
"80263678","vc_aka/vc_aka_1719.dsp"
"80263690","vc_aka/vc_aka_1720.dsp"
"802636a8","vc_aka/vc_aka_1721.dsp"
"802636c0","vc_aka/vc_aka_1737_2.dsp"
"802636f8","vc_aka/vc_aka_1738_01.dsp"
"802637f4","vc_aka/vc_aka_1738_10.dsp"
"80263810","vc_aka/vc_aka_1738_11.dsp"
"8026382c","vc_aka/vc_aka_1738_12.dsp"
"80263848","vc_aka/vc_aka_1738_13.dsp"
"8026389c","vc_aka/vc_aka_1738_16.dsp"
"8026390c","vc_aka/vc_aka_1738_20.dsp"
"80263944","vc_aka/vc_aka_1740_1.dsp"
"80263960","vc_aka/vc_aka_1740_3.dsp"
"8026397c","vc_aka/vc_aka_1740_4.dsp"
"802639b4","vc_aka/vc_aka_1740_6.dsp"
"802639d0","vc_aka/vc_aka_1741.dsp"
"802639e8","vc_aka/vc_aka_1741_2.dsp"
"80263a04","vc_aka/vc_aka_1742.dsp"
"80263a34","vc_aka/vc_aka_1743_2.dsp"
"80263a68","vc_aka/vc_aka_1745.dsp"
"80263a80","vc_aka/vc_aka_1745_01.dsp"
"80263b28","vc_aka/vc_aka_1745_10.dsp"
"80263b44","vc_aka/vc_aka_1745_11.dsp"
"80263b60","vc_aka/vc_aka_1745_12.dsp"
"80263b7c","vc_aka/vc_aka_1746.dsp"
"80263b94","vc_aka/vc_aka_1748.dsp"
"80263bac","vc_aka/vc_aka_1749.dsp"
"80263bc4","vc_aka/vc_aka_1750.dsp"
"80263bdc","vc_aka/vc_aka_1751.dsp"
"80263bf4","vc_aka/vc_aka_1752.dsp"
"80263c0c","vc_aka/vc_aka_1753.dsp"
"80263c24","vc_aka/vc_aka_1754.dsp"
"80263c3c","vc_aka/vc_aka_1755.dsp"
"80263c54","vc_aka/vc_aka_1756.dsp"
"80263c6c","vc_aka/vc_aka_1757.dsp"
"80263c84","vc_aka/vc_aka_1758.dsp"
"80263c9c","vc_aka/vc_aka_1759.dsp"
"80263cb4","vc_aka/vc_aka_1760.dsp"
"80263ccc","vc_aka/vc_aka_1761.dsp"
"80263ce4","vc_aka/vc_aka_1762.dsp"
"80263cfc","vc_aka/vc_aka_1763.dsp"
"80263d14","vc_aka/vc_aka_1764.dsp"
"80263d2c","vc_aka/vc_aka_1765.dsp"
"80263d44","vc_aka/vc_aka_1766.dsp"
"80263d5c","vc_aka/vc_aka_1767.dsp"
"80263d74","vc_aka/vc_aka_1768.dsp"
"80263da4","vc_aka/vc_aka_1770.dsp"
"80263dbc","vc_aka/vc_aka_1771.dsp"
"80263dd4","vc_aka/vc_aka_1772.dsp"
"80263e34","vc_aka/vc_aka_1776.dsp"
"80263e94","vc_aka/vc_aka_1780.dsp"
"80263eac","vc_aka/vc_aka_1781.dsp"
"80263ec4","vc_aka/vc_aka_1782.dsp"
"80263f24","vc_aka/vc_aka_1786.dsp"
"80263f6c","vc_aka/vc_aka_1789.dsp"
"80263f84","vc_aka/vc_aka_1790.dsp"
"80263f9c","vc_aka/vc_aka_1791.dsp"
"80263fb4","vc_aka/vc_aka_1792.dsp"
"80263fcc","vc_aka/vc_aka_1793.dsp"
"80263fe4","vc_aka/vc_aka_1794.dsp"
"80263ffc","vc_aka/vc_aka_1795.dsp"
"80264014","vc_aka/vc_aka_1796.dsp"
"8026402c","vc_aka/vc_aka_1797.dsp"
"8026405c","vc_aka/vc_aka_1799.dsp"
"80264074","vc_aka/vc_aka_1800.dsp"
"8026408c","vc_aka/vc_aka_1801.dsp"
"802640a4","vc_aka_50on/vc_aka_2001.dsp"
"802640c0","vc_aka_50on/vc_aka_2002.dsp"
"802640dc","vc_aka_50on/vc_aka_2003.dsp"
"802640f8","vc_aka_50on/vc_aka_2004.dsp"
"80264114","vc_aka_50on/vc_aka_2005.dsp"
"80264130","vc_aka_50on/vc_aka_2006.dsp"
"8026414c","vc_aka_50on/vc_aka_2007.dsp"
"80264168","vc_aka_50on/vc_aka_2008.dsp"
"80264184","vc_aka_50on/vc_aka_2009.dsp"
"802641a0","vc_aka_50on/vc_aka_2010.dsp"
"802641bc","vc_aka_50on/vc_aka_2011.dsp"
"802641d8","vc_aka_50on/vc_aka_2012.dsp"
